customer_id,registration_date,location,ip_address,is_fraudster,fraud_type
CUST_000208,2025-08-13,South Christianton,15.146.8.83,False,
CUST_000209,2025-03-13,Lake Margaretfort,115.58.220.110,False,
CUST_000210,2024-07-31,New Daniel,137.148.237.252,False,
CUST_000211,2023-11-15,Vaughanview,155.29.118.170,False,
CUST_000212,2025-04-22,Wilsonburgh,163.200.99.244,True,excessive_returner
CUST_000213,2024-11-27,South Brittanymouth,41.131.233.160,False,
CUST_000214,2024-04-05,Vegamouth,123.67.44.37,False,
CUST_000215,2024-06-20,Toddstad,143.50.45.88,False,
CUST_000216,2024-05-13,East Amanda,1.96.82.130,False,
CUST_000217,2024-08-15,New Elizabeth,47.165.209.48,False,
CUST_000218,2024-12-07,North Carol,136.55.6.57,False,
CUST_000219,2024-06-26,Pamelaland,39.99.12.185,False,
CUST_000220,2025-06-08,Fordview,64.255.70.168,False,
CUST_000221,2025-04-30,Lake Mark,132.146.136.113,False,
CUST_000222,2024-01-16,West Matthew,215.54.191.42,False,
CUST_000223,2024-07-01,Dianeland,105.215.214.163,False,
CUST_000224,2025-06-09,East Williamshire,22.196.210.36,False,
CUST_000225,2023-09-03,Owenchester,171.195.152.124,False,
CUST_000226,2024-06-07,East Briannahaven,71.82.8.128,False,
CUST_000227,2024-05-19,Williamsberg,4.188.174.249,False,
CUST_000228,2025-03-23,Ortegamouth,50.203.193.175,True,fake_tracking
CUST_000229,2024-06-04,Johnsonside,164.226.201.170,False,
CUST_000230,2023-11-11,East Zacharyberg,65.172.54.9,False,
CUST_000231,2024-05-04,Danielmouth,17.118.29.99,False,
CUST_000232,2024-10-24,Norrisside,66.56.84.216,False,
CUST_000233,2025-06-01,East Amytown,131.203.156.129,True,fake_tracking
CUST_000234,2024-11-22,North Markside,86.60.36.8,False,
CUST_000235,2025-01-06,Collinsland,59.137.146.39,False,
CUST_000236,2024-03-30,Thompsonhaven,36.226.8.0,False,
CUST_000237,2023-09-07,Hawkinsfurt,107.103.154.44,False,
CUST_000238,2024-07-17,East Thomas,152.69.182.45,True,wardrobing
CUST_000239,2025-04-02,Haroldmouth,138.97.45.128,False,
CUST_000240,2025-02-28,East Monique,118.6.186.190,False,
CUST_000241,2024-09-05,North Kaylaside,107.43.47.68,False,
CUST_000242,2024-03-08,Cookemouth,207.49.198.217,False,
CUST_000243,2025-01-12,Lake Karla,217.173.55.17,False,
CUST_000244,2025-04-13,Garrisonshire,126.58.111.57,False,
CUST_000245,2023-10-27,Lake Sarahberg,106.246.55.188,False,
CUST_000246,2024-01-16,South Joseph,120.119.86.121,False,
CUST_000247,2025-01-13,North Joshuahaven,83.190.5.137,True,fake_tracking
CUST_000248,2025-03-07,West Kimberlyfort,29.173.50.139,False,
CUST_000249,2024-04-16,Millershire,17.44.96.66,False,
CUST_000250,2024-04-21,Port Brittneyfort,112.35.94.90,False,
CUST_000251,2024-06-20,New Dawnview,205.179.117.10,False,
CUST_000252,2024-06-13,South Eric,118.185.119.252,False,
CUST_000253,2024-02-26,Mendozatown,61.183.50.92,False,
CUST_000254,2024-06-05,Saramouth,14.237.74.31,False,
CUST_000255,2025-02-27,South Jamieberg,150.82.168.189,False,
CUST_000256,2025-02-02,North Patrickstad,156.98.122.208,False,
CUST_000257,2025-02-15,Guzmanville,191.139.203.65,False,
CUST_000258,2024-08-15,Grayland,192.237.191.115,False,
CUST_000259,2024-10-24,Mirandaborough,17.110.50.196,False,
CUST_000260,2024-02-26,South Johnnytown,73.156.32.88,False,
CUST_000261,2024-11-22,Gallaghermouth,51.70.226.253,True,excessive_returner
CUST_000262,2024-03-25,Powersport,151.220.22.114,False,
CUST_000263,2024-05-31,New Abigailville,55.236.72.56,False,
CUST_000264,2024-03-09,Dianahaven,25.61.208.99,False,
CUST_000265,2025-07-29,Ortegaborough,61.214.170.100,False,
CUST_000266,2024-06-25,Port Melinda,29.168.127.50,False,
CUST_000267,2024-01-01,Garciahaven,3.184.111.91,False,
CUST_000268,2025-05-12,Port Austinville,213.57.68.79,False,
CUST_000269,2025-01-21,West Scott,209.203.26.190,False,
CUST_000270,2024-09-25,Port Andrew,71.249.11.73,True,excessive_returner
CUST_000271,2025-06-10,South Scottberg,13.232.145.162,False,
CUST_000272,2025-04-26,East Tinaton,134.127.56.244,False,
CUST_000273,2025-05-15,North Richardstad,143.116.219.188,False,
CUST_000274,2024-08-10,Lake Michael,99.224.224.194,False,
CUST_000275,2023-11-02,Justinstad,74.1.1.54,False,
CUST_000276,2023-11-24,West Christopher,153.35.94.134,False,
CUST_000277,2025-05-27,North Nicolechester,204.129.37.198,False,
CUST_000278,2025-03-31,Troymouth,55.213.11.76,True,excessive_returner
CUST_000279,2025-06-10,Josemouth,15.12.172.197,False,
CUST_000280,2024-07-01,Lake Rebeccabury,64.188.70.111,False,
CUST_000281,2024-11-17,Cherylshire,5.25.91.75,False,
CUST_000282,2024-02-27,West Davidborough,2.142.28.113,False,
CUST_000283,2025-02-17,West Frank,41.165.122.248,False,
CUST_000284,2025-04-01,South Ronald,107.193.226.22,False,
CUST_000285,2023-08-23,Daleside,165.174.224.252,True,wardrobing
CUST_000286,2024-02-18,South Josefort,202.131.139.90,False,
CUST_000287,2024-04-18,North Amy,3.111.148.67,False,
CUST_000288,2024-10-21,West Sharonberg,116.131.39.146,False,
CUST_000289,2024-02-06,Lake Alexanderstad,19.9.187.105,False,
CUST_000290,2024-07-31,Nancyfurt,91.171.220.25,False,
CUST_000291,2024-11-10,Port Luis,25.158.183.10,False,
CUST_000292,2025-05-20,Alexfort,1.10.232.243,False,
CUST_000293,2025-05-18,Aaronhaven,79.76.47.147,True,fake_tracking
CUST_000294,2024-02-27,Stevenfurt,201.2.147.210,False,
CUST_000295,2024-05-12,New Shelly,91.230.106.142,False,
CUST_000296,2024-06-27,Popeton,37.126.161.83,True,wardrobing
CUST_000297,2025-07-25,Gwendolynport,186.202.87.4,False,
CUST_000298,2025-03-24,Jeffreytown,74.5.160.72,True,excessive_returner
CUST_000299,2023-11-22,Mooreport,120.25.8.33,False,
CUST_000300,2025-04-15,Danachester,39.57.10.21,False,
CUST_000301,2024-05-18,Juanland,70.79.54.154,False,
CUST_000302,2025-03-25,Boyermouth,131.231.91.5,False,
CUST_000303,2024-01-10,Jenniferhaven,195.130.169.197,False,
CUST_000304,2024-09-06,Lake Nicolehaven,69.233.50.205,False,
CUST_000305,2025-02-13,West Markfurt,52.207.85.23,False,
CUST_000306,2024-03-09,Kellyshire,79.104.68.140,False,
CUST_000307,2024-09-24,Jasonport,220.56.162.15,False,
CUST_000308,2024-02-07,North Richardstad,208.64.62.35,False,
CUST_000309,2024-01-10,Victorstad,199.90.174.103,False,
CUST_000310,2024-04-14,East Erica,159.74.197.161,False,
CUST_000311,2025-03-20,Onealtown,152.234.22.173,False,
CUST_000312,2024-11-23,Washingtonview,220.213.96.7,False,
CUST_000313,2025-07-31,Davisport,50.20.150.22,False,
CUST_000314,2025-03-19,North Kimberly,19.107.105.240,False,
CUST_000315,2024-04-17,Ianview,87.184.238.142,False,
CUST_000316,2023-11-24,East Madelinefurt,63.159.221.241,True,empty_box
CUST_000317,2024-06-16,Rodrigueztown,20.59.13.35,True,excessive_returner
CUST_000318,2024-01-21,Morristown,145.143.37.72,True,empty_box
CUST_000319,2024-01-20,Lake Brandonside,81.176.62.241,False,
CUST_000320,2023-09-24,Katherinetown,137.56.112.129,False,
CUST_000321,2024-02-07,Birdville,181.157.195.111,True,empty_box
CUST_000322,2024-06-10,Whiteland,219.205.100.36,False,
CUST_000323,2023-08-17,Brendatown,14.27.192.147,False,
CUST_000324,2024-02-12,Lake Laura,95.88.239.92,False,
CUST_000325,2025-04-09,Josephmouth,109.227.203.158,False,
CUST_000326,2024-03-27,Jeremyview,96.87.231.194,False,
CUST_000327,2024-08-08,New Joseph,16.244.175.216,False,
CUST_000328,2023-12-11,North Karen,77.180.108.245,False,
CUST_000329,2025-04-22,Brookeside,161.57.178.214,True,excessive_returner
CUST_000330,2024-04-25,Smithchester,133.250.232.215,True,excessive_returner
CUST_000331,2024-05-21,Williammouth,79.183.143.91,False,
CUST_000332,2023-12-18,Lake Helen,120.148.247.116,False,
CUST_000333,2024-11-08,New David,189.169.219.209,False,
CUST_000334,2025-01-22,East Tonyafort,21.105.202.171,False,
CUST_000335,2025-06-08,Michelleland,66.244.26.177,True,excessive_returner
CUST_000336,2024-04-04,Sextonhaven,205.122.190.189,False,
CUST_000337,2024-06-13,Merrittborough,37.217.13.8,False,
CUST_000338,2024-06-13,Yolandaview,103.124.89.206,False,
CUST_000339,2025-07-02,Paulborough,172.228.136.201,False,
CUST_000340,2024-09-01,Carterport,108.127.60.139,False,
CUST_000341,2025-07-13,Lake Joseph,173.96.28.75,False,
CUST_000342,2024-02-24,Lake Joseph,81.214.182.0,False,
CUST_000343,2024-05-14,Johnland,41.154.4.216,False,
CUST_000344,2025-01-09,Dickersonhaven,175.157.180.80,False,
CUST_000345,2024-01-30,Morrisonshire,222.70.172.119,False,
CUST_000346,2024-04-26,Millsview,57.11.119.162,False,
CUST_000347,2023-11-11,Kennedymouth,47.136.184.96,False,
CUST_000348,2025-08-10,Barbaraville,177.44.87.252,False,
CUST_000349,2024-11-15,Lake Edwardchester,26.10.251.224,False,
CUST_000350,2025-04-01,Joshuaborough,80.162.140.200,False,
CUST_000351,2024-04-17,Stewartside,214.77.56.113,False,
CUST_000352,2025-02-15,Elizabethborough,94.245.7.191,True,empty_box
CUST_000353,2024-12-11,West George,130.209.24.176,False,
CUST_000354,2025-04-24,West Robert,85.15.131.143,True,fake_tracking
CUST_000355,2023-09-01,South Matthewburgh,58.37.231.201,False,
CUST_000356,2023-09-24,Robertsonstad,218.31.199.138,False,
CUST_000357,2024-02-28,Jasminechester,166.177.192.105,False,
CUST_000358,2024-07-24,Thomasburgh,155.70.226.161,False,
CUST_000359,2025-03-16,West Stephaniebury,106.208.207.215,False,
CUST_000360,2025-01-10,East Darrellville,63.70.74.222,False,
CUST_000361,2023-10-31,Lake Lynn,130.131.27.61,False,
CUST_000362,2024-09-05,North Kimberly,180.255.253.203,False,
CUST_000363,2024-04-06,Elizabethtown,183.167.241.223,True,wardrobing
CUST_000364,2025-05-03,Sanchezside,12.236.155.1,False,
CUST_000365,2024-04-08,North Sherri,90.119.118.116,False,
CUST_000366,2024-10-18,East Kathyfurt,209.215.29.118,False,
CUST_000367,2023-12-31,Davidbury,194.113.39.204,False,
CUST_000368,2024-09-17,Lindahaven,219.10.126.178,False,
CUST_000369,2025-04-17,North Catherinefort,175.21.23.175,False,
CUST_000370,2024-01-10,New Lisa,120.68.100.100,False,
CUST_000371,2025-07-28,Williamhaven,91.165.158.238,False,
CUST_000372,2025-06-30,Benjaminbury,148.17.231.229,False,
CUST_000373,2024-02-19,Kirbybury,76.131.98.85,False,
CUST_000374,2023-11-06,Destinyfort,145.248.131.161,False,
CUST_000375,2025-03-05,Port Sheila,87.215.77.222,False,
CUST_000376,2025-02-08,Walkerton,26.39.126.212,False,
CUST_000377,2024-06-21,West Courtney,18.157.230.144,False,
CUST_000378,2024-04-14,Sanchezmouth,49.76.24.154,False,
CUST_000379,2023-10-02,New Kevinton,92.253.39.147,False,
CUST_000380,2024-11-23,South Stephanie,86.93.18.102,False,
CUST_000381,2025-02-05,West Daniel,65.31.69.179,False,
CUST_000382,2024-03-27,New Jason,6.228.44.24,False,
CUST_000383,2024-02-26,Thomasfort,210.58.111.191,False,
CUST_000384,2024-08-01,Samanthabury,102.240.104.110,False,
CUST_000385,2025-05-12,North Marissa,154.145.46.76,False,
CUST_000386,2024-09-21,East Debraland,163.130.229.228,True,wardrobing
CUST_000387,2024-02-26,North Victor,217.122.125.237,False,
CUST_000388,2025-01-13,North Hannahmouth,159.190.239.210,False,
CUST_000389,2025-05-09,Kelleyport,159.105.214.150,False,
CUST_000390,2024-11-07,Lake Christopherville,89.60.144.200,False,
CUST_000391,2023-09-30,Johnborough,73.61.247.184,False,
CUST_000392,2024-03-13,South Brittney,175.22.240.85,False,
CUST_000393,2024-12-26,Nicholsonville,38.133.182.102,True,wardrobing
CUST_000394,2024-04-23,North Tarabury,89.104.148.67,False,
CUST_000395,2024-10-16,New Richard,16.192.119.117,False,
CUST_000396,2024-03-02,Port Anthony,152.233.168.221,False,
CUST_000397,2023-11-22,West Laurenhaven,86.51.78.32,False,
CUST_000398,2024-08-14,Hallburgh,41.151.87.66,False,
CUST_000399,2023-11-13,South Stephanie,185.231.81.157,False,
CUST_000400,2024-10-31,Davidside,133.114.205.81,True,empty_box
CUST_000401,2024-02-02,New Deniseland,209.192.192.114,False,
CUST_000402,2024-01-30,Veronicaland,204.28.195.213,False,
CUST_000403,2024-06-23,Hoffmanshire,168.91.65.20,True,excessive_returner
CUST_000404,2025-01-08,Medinaville,83.69.75.87,False,
CUST_000405,2023-12-28,West Eric,141.99.114.128,False,
CUST_000406,2024-10-02,Josephtown,107.240.104.78,False,
CUST_000407,2024-02-04,New Marc,159.142.180.140,False,
CUST_000408,2025-01-11,East Brittney,79.133.58.165,False,
CUST_000409,2024-09-21,South Andrewville,95.199.21.110,False,
CUST_000410,2025-03-03,Rodriguezport,87.175.228.250,False,
CUST_000411,2024-01-12,Port Jeffrey,54.97.175.9,True,wardrobing
CUST_000412,2024-06-24,East Oliviamouth,135.4.210.159,False,
CUST_000413,2024-02-05,New Richardmouth,186.155.228.42,False,
CUST_000414,2025-08-10,Port Wesleyborough,162.143.138.21,False,
CUST_000415,2023-10-24,North Jodi,207.122.183.119,False,
CUST_000416,2024-09-30,Lake Andrea,155.9.246.38,False,
CUST_000417,2024-11-22,West Scott,121.77.104.241,False,
CUST_000418,2023-11-04,South Kimberly,63.233.124.72,False,
CUST_000419,2023-11-13,New Derrickville,77.123.47.134,False,
CUST_000420,2024-09-01,South Devin,26.210.121.115,False,
CUST_000421,2024-12-16,East Kelly,189.249.70.94,False,
CUST_000422,2023-11-13,East Joshuamouth,212.17.137.163,False,
CUST_000423,2025-07-23,South Jodyberg,77.145.107.93,False,
CUST_000424,2024-01-16,North Ashley,211.78.176.209,False,
CUST_000425,2024-08-07,New Valerie,15.214.32.45,False,
CUST_000426,2024-11-24,Mcgrathfort,14.158.99.131,False,
CUST_000427,2025-06-12,New Maria,108.112.104.16,False,
