product_id,category,price,base_return_rate
PROD_000089,Home & Garden,239.17959014747024,0.08
PROD_000090,Jewelry,289.367589160929,0.15
PROD_000091,Beauty,497.5719700798134,0.08
PROD_000092,Beauty,22.49369199740981,0.08
PROD_000093,Health,289.0878724963853,0.08
PROD_000094,Books,379.5539341540228,0.08
PROD_000095,Toys,266.7007309866609,0.08
PROD_000096,Automotive,152.73476401124034,0.08
PROD_000097,Jewelry,35.5307536852561,0.15
PROD_000098,Fashion,406.19996640122247,0.15
PROD_000099,Automotive,394.59603996597735,0.08
PROD_000100,Beauty,151.59900289821618,0.08
PROD_000101,Automotive,340.2038452501487,0.08
PROD_000102,Beauty,312.2911982862582,0.08
PROD_000103,Home & Garden,195.35974854669124,0.08
PROD_000104,Health,156.00998326892133,0.08
PROD_000105,Health,453.14890880125296,0.08
PROD_000106,Electronics,367.0160367759302,0.08
PROD_000107,Home & Garden,321.36808667694334,0.08
PROD_000108,Books,438.1701991053765,0.08
PROD_000109,Toys,362.7044404490692,0.08
PROD_000110,Home & Garden,295.1991294651409,0.08
PROD_000111,Beauty,116.7655359676916,0.08
PROD_000112,Books,301.34065060843983,0.08
PROD_000113,Automotive,186.9503683586874,0.08
PROD_000114,Sports,458.97138167047655,0.08
PROD_000115,Health,83.6237392764764,0.08
PROD_000116,Beauty,477.6824341598854,0.08
PROD_000117,Sports,352.02466990637276,0.08
PROD_000118,Health,64.26767604846432,0.08
PROD_000119,Sports,282.84836233323927,0.08
PROD_000120,Books,146.54698684103204,0.08
PROD_000121,Toys,137.3195404058702,0.08
PROD_000122,Fashion,16.9636867206916,0.15
PROD_000123,Beauty,338.291035368673,0.08
PROD_000124,Jewelry,355.66922275436815,0.15
PROD_000125,Health,144.57491201771128,0.08
PROD_000126,Home & Garden,14.508315107546219,0.08
PROD_000127,Electronics,137.85277710490874,0.08
PROD_000128,Health,318.3763306390249,0.08
PROD_000129,Toys,380.5457807730458,0.08
PROD_000130,Health,433.2343334335752,0.08
PROD_000131,Automotive,399.5803440630257,0.08
PROD_000132,Home & Garden,17.39004908534456,0.08
PROD_000133,Health,154.53484635899736,0.08
PROD_000134,Beauty,195.5200875137482,0.08
PROD_000135,Home & Garden,49.65247816462304,0.08
PROD_000136,Fashion,384.91232007320315,0.15
PROD_000137,Books,202.10272331061205,0.08
PROD_000138,Jewelry,49.41957218910678,0.15
PROD_000139,Beauty,43.113315797538235,0.08
PROD_000140,Toys,18.8724235344228,0.08
PROD_000141,Jewelry,146.61667591969683,0.15
PROD_000142,Electronics,392.8501747499302,0.08
PROD_000143,Health,259.83382102890374,0.08
PROD_000144,Jewelry,151.31151179966741,0.15
PROD_000145,Home & Garden,255.2099741767336,0.08
PROD_000146,Toys,370.4094011855816,0.08
PROD_000147,Toys,96.4024587197269,0.08
PROD_000148,Sports,112.71066625867772,0.08
PROD_000149,Toys,400.7070815825922,0.08
PROD_000150,Books,405.5235712960076,0.08
PROD_000151,Beauty,415.9333699297634,0.08
PROD_000152,Home & Garden,69.26602071762014,0.08
PROD_000153,Toys,483.60363462211035,0.08
PROD_000154,Home & Garden,26.00348420597956,0.08
PROD_000155,Electronics,75.58538719852487,0.08
PROD_000156,Health,473.3130030238236,0.08
PROD_000157,Toys,57.47512392459947,0.08
PROD_000158,Home & Garden,390.8794978719471,0.08
PROD_000159,Home & Garden,100.53320026101386,0.08
PROD_000160,Toys,209.85943225315344,0.08
PROD_000161,Health,384.755805344331,0.08
PROD_000162,Beauty,333.12753726302134,0.08
PROD_000163,Health,155.06188976462303,0.08
PROD_000164,Electronics,269.8145235396689,0.08
PROD_000165,Automotive,287.0369107708332,0.08
PROD_000166,Beauty,251.4351585695035,0.08
PROD_000167,Health,176.2434163091131,0.08
PROD_000168,Automotive,104.5071236076392,0.08
PROD_000169,Beauty,99.50754839982572,0.08
PROD_000170,Jewelry,375.8731343443594,0.15
PROD_000171,Electronics,49.65295267954121,0.08
PROD_000172,Fashion,442.76588078476874,0.15
PROD_000173,Home & Garden,403.5481190015287,0.08
PROD_000174,Jewelry,387.5922703623299,0.15
PROD_000175,Health,40.5078444076016,0.08
PROD_000176,Beauty,97.36324815127915,0.08
PROD_000177,Automotive,372.94496327931205,0.08
PROD_000178,Toys,447.02888676550697,0.08
PROD_000179,Books,28.519815311885793,0.08
PROD_000180,Jewelry,398.21090738272966,0.15
PROD_000181,Toys,11.563015589545543,0.08
PROD_000182,Books,447.92394102873817,0.08
PROD_000183,Home & Garden,29.024955228118255,0.08
PROD_000184,Fashion,366.79903057507573,0.15
PROD_000185,Sports,441.0515714047733,0.08
PROD_000186,Sports,419.1024287238014,0.08
PROD_000187,Toys,295.5036682293423,0.08
PROD_000188,Beauty,136.55070641763592,0.08
PROD_000189,Health,107.8012058621855,0.08
PROD_000190,Home & Garden,460.15561246026795,0.08
PROD_000191,Toys,152.18839326282273,0.08
PROD_000192,Beauty,375.08918622140186,0.08
PROD_000193,Toys,254.1719185295263,0.08
PROD_000194,Beauty,122.27319012233039,0.08
PROD_000195,Jewelry,211.75301998838648,0.15
PROD_000196,Sports,329.22167095194294,0.08
PROD_000197,Beauty,214.94221264683193,0.08
PROD_000198,Sports,326.01839108231,0.08
PROD_000199,Beauty,236.09255348815267,0.08
PROD_000200,Books,405.4711905420876,0.08
PROD_000201,Jewelry,25.343712848738654,0.15
PROD_000202,Fashion,169.19435726671398,0.15
PROD_000203,Sports,91.03452837277837,0.08
PROD_000204,Books,384.60839968556587,0.08
PROD_000205,Electronics,471.3705705116669,0.08
PROD_000206,Home & Garden,181.68355947727096,0.08
PROD_000207,Automotive,198.2183661407102,0.08
PROD_000208,Toys,304.0348652913107,0.08
PROD_000209,Jewelry,413.5711558135357,0.15
PROD_000210,Sports,413.25656511112345,0.08
PROD_000211,Health,201.80348344331395,0.08
PROD_000212,Books,236.06379963808286,0.08
PROD_000213,Automotive,336.9310207455131,0.08
PROD_000214,Electronics,436.2481642070918,0.08
PROD_000215,Jewelry,57.97546279241403,0.15
PROD_000216,Toys,234.3541496242103,0.08
PROD_000217,Sports,281.8615735197192,0.08
PROD_000218,Home & Garden,250.9922161573571,0.08
PROD_000219,Electronics,475.6560799350457,0.08
PROD_000220,Jewelry,184.74089431207207,0.15
PROD_000221,Home & Garden,127.8961919322462,0.08
PROD_000222,Home & Garden,339.7520232611398,0.08
PROD_000223,Toys,52.192351155064884,0.08
PROD_000224,Fashion,46.98458928717023,0.15
PROD_000225,Jewelry,137.69854625850905,0.15
PROD_000226,Home & Garden,450.7099011157423,0.08
PROD_000227,Books,128.3584293551372,0.08
PROD_000228,Automotive,286.9899089706499,0.08
PROD_000229,Beauty,70.90285888324397,0.08
PROD_000230,Electronics,109.82567661428514,0.08
PROD_000231,Jewelry,312.3214774623121,0.15
PROD_000232,Health,24.920564293899268,0.08
PROD_000233,Sports,326.5849815087785,0.08
PROD_000234,Sports,433.2398989382754,0.08
PROD_000235,Books,230.34754394732346,0.08
PROD_000236,Fashion,366.8498339168038,0.15
PROD_000237,Jewelry,70.4309079992118,0.15
PROD_000238,Beauty,493.15926484150253,0.08
PROD_000239,Books,282.4795509316863,0.08
PROD_000240,Home & Garden,496.9731369616215,0.08
PROD_000241,Beauty,487.8243399200825,0.08
PROD_000242,Fashion,136.55292084909905,0.15
PROD_000243,Toys,255.26427586093362,0.08
PROD_000244,Beauty,71.47083974976967,0.08
PROD_000245,Sports,42.95931622002499,0.08
PROD_000246,Health,411.28064026737223,0.08
PROD_000247,Toys,393.8671618770458,0.08
PROD_000248,Jewelry,205.92814504366754,0.15
PROD_000249,Books,82.7261148512888,0.08
PROD_000250,Sports,436.2132826356762,0.08
PROD_000251,Fashion,77.0284773412253,0.15
PROD_000252,Beauty,21.011132473930125,0.08
PROD_000253,Jewelry,232.79413774821393,0.15
PROD_000254,Health,148.33605466166074,0.08
PROD_000255,Electronics,58.17140388195557,0.08
PROD_000256,Beauty,439.52686834835896,0.08
PROD_000257,Books,301.01511512108533,0.08
PROD_000258,Home & Garden,231.13153442977392,0.08
PROD_000259,Toys,168.07187458436053,0.08
PROD_000260,Fashion,36.9091114016138,0.15
PROD_000261,Electronics,439.8325922018886,0.08
PROD_000262,Electronics,165.6390253728713,0.08
PROD_000263,Beauty,411.5644166645954,0.08
PROD_000264,Electronics,313.68263741541705,0.08
PROD_000265,Sports,438.72005966724385,0.08
PROD_000266,Books,81.89698730136226,0.08
PROD_000267,Health,154.01760666043134,0.08
PROD_000268,Health,176.7778089534329,0.08
PROD_000269,Health,365.17415861475956,0.08
PROD_000270,Home & Garden,121.41296895883583,0.08
PROD_000271,Beauty,318.73308110126493,0.08
PROD_000272,Automotive,113.18841416658414,0.08
PROD_000273,Health,338.525625963022,0.08
PROD_000274,Books,190.22121185998768,0.08
PROD_000275,Electronics,209.76813892864521,0.08
PROD_000276,Sports,403.27348915749394,0.08
PROD_000277,Beauty,252.3835549880447,0.08
PROD_000278,Automotive,54.21643591114755,0.08
PROD_000279,Fashion,64.97990790659068,0.15
PROD_000280,Books,78.51240059641344,0.08
PROD_000281,Sports,123.92612749450446,0.08
PROD_000282,Toys,78.06434376230871,0.08
PROD_000283,Fashion,109.4885424708591,0.15
PROD_000284,Beauty,75.59402385438301,0.08
PROD_000285,Health,140.15686737424033,0.08
PROD_000286,Sports,196.50180361755855,0.08
PROD_000287,Fashion,364.24841895368604,0.15
PROD_000288,Health,311.76487195834295,0.08
PROD_000289,Health,253.20454781407167,0.08
PROD_000290,Electronics,355.1245561917901,0.08
PROD_000291,Toys,220.34984016925054,0.08
PROD_000292,Sports,110.61529012540865,0.08
PROD_000293,Fashion,10.097700438847305,0.15
PROD_000294,Sports,415.7554874733099,0.08
PROD_000295,Health,148.46306374843874,0.08
PROD_000296,Health,384.62845147768195,0.08
PROD_000297,Home & Garden,338.1783792208471,0.08
PROD_000298,Jewelry,224.63906987981167,0.15
PROD_000299,Jewelry,191.94870401619752,0.15
PROD_000300,Toys,463.7119066074347,0.08
PROD_000301,Home & Garden,385.84092031960915,0.08
PROD_000302,Fashion,499.77186885374243,0.15
PROD_000303,Toys,331.32630581031526,0.08
PROD_000304,Beauty,232.51200123568543,0.08
PROD_000305,Automotive,193.47487408271658,0.08
PROD_000306,Health,101.2975380373065,0.08
PROD_000307,Beauty,360.8527778634157,0.08
PROD_000308,Health,385.14928469764493,0.08
PROD_000309,Books,103.41999866747499,0.08
PROD_000310,Sports,47.21025332622379,0.08
PROD_000311,Home & Garden,392.7204248474222,0.08
PROD_000312,Automotive,215.19291093618344,0.08
PROD_000313,Automotive,135.97161661142007,0.08
PROD_000314,Fashion,218.79401818525164,0.15
PROD_000315,Beauty,122.75855508889636,0.08
PROD_000316,Beauty,68.8939352836563,0.08
PROD_000317,Sports,223.51966007312961,0.08
PROD_000318,Sports,31.38408217651669,0.08
PROD_000319,Beauty,309.22820675637087,0.08
PROD_000320,Fashion,167.41880568322102,0.15
PROD_000321,Automotive,449.6233025651984,0.08
PROD_000322,Books,403.9636204894919,0.08
PROD_000323,Automotive,17.252858582408116,0.08
PROD_000324,Health,273.1153503392935,0.08
PROD_000325,Electronics,363.2816260810324,0.08
PROD_000326,Electronics,363.96124630513714,0.08
PROD_000327,Automotive,478.1587464724351,0.08
PROD_000328,Books,253.51810296454389,0.08
PROD_000329,Jewelry,28.092783851060297,0.15
PROD_000330,Automotive,68.87008845745488,0.08
PROD_000331,Electronics,478.65458485049237,0.08
PROD_000332,Electronics,352.53132275163637,0.08
PROD_000333,Automotive,361.8700297458227,0.08
PROD_000334,Jewelry,333.7584205317947,0.15
PROD_000335,Automotive,375.19283306980077,0.08
PROD_000336,Home & Garden,175.522860906193,0.08
PROD_000337,Books,16.4133531942859,0.08
PROD_000338,Sports,188.29305509975944,0.08
PROD_000339,Books,138.14657758446108,0.08
PROD_000340,Books,455.00413615127127,0.08
PROD_000341,Toys,269.3101119701883,0.08
PROD_000342,Toys,89.72397403253518,0.08
PROD_000343,Sports,303.711542961648,0.08
PROD_000344,Beauty,328.4907538339036,0.08
PROD_000345,Health,447.501495774642,0.08
PROD_000346,Health,337.2992042917934,0.08
PROD_000347,Books,467.2782979915457,0.08
PROD_000348,Automotive,57.48410044170215,0.08
PROD_000349,Sports,30.072068243660357,0.08
PROD_000350,Sports,300.44580972553734,0.08
PROD_000351,Beauty,15.166341807573492,0.08
PROD_000352,Toys,14.455277474801438,0.08
PROD_000353,Automotive,490.70069274037803,0.08
PROD_000354,Sports,13.324433887807235,0.08
PROD_000355,Fashion,486.57644627794025,0.15
PROD_000356,Books,211.02614894982065,0.08
PROD_000357,Jewelry,58.95106915345428,0.15
PROD_000358,Sports,361.49035664206133,0.08
PROD_000359,Books,318.68933679721044,0.08
PROD_000360,Toys,347.41251363533684,0.08
PROD_000361,Health,202.6235673804189,0.08
PROD_000362,Beauty,235.5858838209716,0.08
PROD_000363,Health,197.44285337547788,0.08
PROD_000364,Fashion,216.99116798640947,0.15
PROD_000365,Automotive,65.86483285302498,0.08
PROD_000366,Home & Garden,173.23442896810957,0.08
PROD_000367,Jewelry,369.10548136364815,0.15
PROD_000368,Beauty,476.3678450194491,0.08
PROD_000369,Fashion,271.6821673649638,0.15
PROD_000370,Beauty,406.11970004278305,0.08
PROD_000371,Toys,161.0048060208079,0.08
PROD_000372,Fashion,437.00029793906236,0.15
PROD_000373,Jewelry,309.51817805384906,0.15
PROD_000374,Health,327.1820373845651,0.08
PROD_000375,Automotive,351.6978690192092,0.08
PROD_000376,Electronics,416.88432154563475,0.08
PROD_000377,Automotive,211.9163222335271,0.08
PROD_000378,Fashion,176.98748821640123,0.15
PROD_000379,Health,300.86917683372974,0.08
PROD_000380,Automotive,46.198057323382834,0.08
PROD_000381,Jewelry,94.00027045177707,0.15
PROD_000382,Health,138.33481081171595,0.08
PROD_000383,Automotive,370.7123225052793,0.08
PROD_000384,Beauty,488.32265853069026,0.08
PROD_000385,Home & Garden,215.75976156687076,0.08
PROD_000386,Fashion,102.16636235298024,0.15
PROD_000387,Automotive,370.1720869809537,0.08
PROD_000388,Home & Garden,174.50881513144643,0.08
PROD_000389,Jewelry,193.6290631374678,0.15
PROD_000390,Electronics,81.55624299297679,0.08
PROD_000391,Home & Garden,154.56180066309307,0.08
PROD_000392,Toys,299.64440773972984,0.08
PROD_000393,Health,479.19210033913237,0.08
PROD_000394,Books,495.16266863660314,0.08
PROD_000395,Sports,254.30396073102227,0.08
PROD_000396,Health,486.5852319518003,0.08
PROD_000397,Jewelry,219.90451976889884,0.15
PROD_000398,Toys,465.17043266449986,0.08
PROD_000399,Jewelry,174.8007802792745,0.15
PROD_000400,Toys,335.924969255247,0.08
PROD_000401,Health,499.98090431547763,0.08
PROD_000402,Fashion,422.5760219900126,0.15
PROD_000403,Fashion,193.99932685910102,0.15
PROD_000404,Sports,345.85535841891345,0.08
PROD_000405,Fashion,441.0596312651681,0.15
PROD_000406,Home & Garden,59.94150094872327,0.08
PROD_000407,Beauty,439.5663956859638,0.08
PROD_000408,Sports,430.1771895326926,0.08
PROD_000409,Electronics,105.91299852799433,0.08
PROD_000410,Beauty,433.97107418010387,0.08
PROD_000411,Jewelry,108.05946737795037,0.15
PROD_000412,Health,178.01170371420417,0.08
PROD_000413,Health,484.11209076879715,0.08
PROD_000414,Home & Garden,56.262935507127295,0.08
PROD_000415,Sports,246.06179693396987,0.08
PROD_000416,Jewelry,340.6717814633647,0.15
PROD_000417,Jewelry,156.63533638093642,0.15
PROD_000418,Beauty,367.9313312228006,0.08
PROD_000419,Fashion,34.0598669972427,0.15
PROD_000420,Automotive,404.5781971154743,0.08
PROD_000421,Jewelry,49.817502829269465,0.15
PROD_000422,Jewelry,138.90997872321063,0.15
PROD_000423,Toys,432.4322718911846,0.08
PROD_000424,Jewelry,172.7300322803715,0.15
PROD_000425,Books,184.86802006043084,0.08
PROD_000426,Health,301.14861837905096,0.08
PROD_000427,Electronics,426.879140448843,0.08
PROD_000428,Home & Garden,457.96570428998865,0.08
PROD_000429,Toys,352.7377942768813,0.08
PROD_000430,Books,459.7412465426301,0.08
PROD_000431,Fashion,464.89043347690733,0.15
PROD_000432,Sports,223.20448377685966,0.08
PROD_000433,Automotive,250.54033691026729,0.08
PROD_000434,Electronics,14.461593054995097,0.08
PROD_000435,Beauty,196.22585343548522,0.08
PROD_000436,Books,155.26402220960642,0.08
PROD_000437,Electronics,369.8100542608048,0.08
PROD_000438,Health,163.55284936890214,0.08
PROD_000439,Health,462.528001111474,0.08
PROD_000440,Jewelry,375.1675274907306,0.15
PROD_000441,Sports,394.2467016743015,0.08
PROD_000442,Books,26.48741310476676,0.08
PROD_000443,Jewelry,44.019047865125025,0.15
PROD_000444,Toys,199.13860721199845,0.08
PROD_000445,Automotive,254.16680725014436,0.08
PROD_000446,Electronics,222.24776459279886,0.08
PROD_000447,Home & Garden,267.5567889738841,0.08
PROD_000448,Electronics,97.57299397270029,0.08
PROD_000449,Toys,394.03663087157184,0.08
PROD_000450,Beauty,238.94798407022574,0.08
PROD_000451,Sports,399.29518702918017,0.08
PROD_000452,Beauty,439.33022668356665,0.08
PROD_000453,Fashion,263.00976392718667,0.15
PROD_000454,Sports,242.65295171427522,0.08
PROD_000455,Jewelry,415.5547456456577,0.15
PROD_000456,Electronics,271.6337313070319,0.08
PROD_000457,Jewelry,414.27508362645176,0.15
PROD_000458,Jewelry,71.45240714399046,0.15
PROD_000459,Home & Garden,417.9028265792735,0.08
PROD_000460,Home & Garden,267.7643849158008,0.08
PROD_000461,Beauty,86.67646599165646,0.08
PROD_000462,Jewelry,254.79434217580342,0.15
PROD_000463,Toys,398.9742215740483,0.08
PROD_000464,Fashion,236.14197370873615,0.15
PROD_000465,Automotive,399.2446803470584,0.08
PROD_000466,Electronics,161.49260860583337,0.08
PROD_000467,Fashion,267.21478646689417,0.15
PROD_000468,Toys,222.17181097878318,0.08
PROD_000469,Electronics,444.39632680805215,0.08
PROD_000470,Books,251.89878629764974,0.08
PROD_000471,Beauty,236.0814994328291,0.08
PROD_000472,Beauty,126.8739505610113,0.08
PROD_000473,Health,367.8548846494528,0.08
PROD_000474,Fashion,482.3492738224444,0.15
PROD_000475,Books,138.55434667814788,0.08
PROD_000476,Fashion,343.4782853089355,0.15
PROD_000477,Beauty,135.73820399847426,0.08
PROD_000478,Beauty,437.15680568707,0.08
PROD_000479,Toys,370.26095745565596,0.08
PROD_000480,Home & Garden,309.5666453661377,0.08
PROD_000481,Automotive,329.8891740213154,0.08
PROD_000482,Electronics,339.5661227800143,0.08
PROD_000483,Jewelry,60.770211573499566,0.15
PROD_000484,Toys,47.64519014224317,0.08
PROD_000485,Health,163.19915925570737,0.08
PROD_000486,Electronics,144.4873327716802,0.08
PROD_000487,Fashion,160.32188602548058,0.15
PROD_000488,Fashion,491.37722074587015,0.15
PROD_000489,Fashion,148.17137453716418,0.15
PROD_000490,Automotive,285.3812555227955,0.08
PROD_000491,Automotive,41.55012959963637,0.08
PROD_000492,Toys,135.94265138649735,0.08
PROD_000493,Sports,93.03163700428658,0.08
PROD_000494,Health,214.98485077599756,0.08
PROD_000495,Automotive,170.86538820445313,0.08
PROD_000496,Toys,141.19249353786205,0.08
PROD_000497,Sports,131.76153600583388,0.08
PROD_000498,Jewelry,223.8547319218966,0.15
PROD_000499,Books,382.57678896292725,0.08
